8.3252000000000006,41,6.9841269841269842,1.0238095238095237,322,2.5555555555555554,37.880000000000003,-122.23
8.3013999999999992,21,6.238137082601054,0.97188049209138838,2401,2.109841827768014,37.859999999999999,-122.22
7.2573999999999996,52,8.2881355932203391,1.0734463276836159,496,2.8022598870056497,37.850000000000001,-122.23999999999999
5.6430999999999996,52,5.8173515981735155,1.0730593607305936,558,2.547945205479452,37.850000000000001,-122.25
3.8462000000000001,52,6.281853281853282,1.0810810810810811,565,2.1814671814671813,37.850000000000001,-122.25
4.0368000000000004,52,4.7616580310880829,1.1036269430051813,413,2.1398963730569949,37.850000000000001,-122.25
3.6591,52,4.9319066147859925,0.95136186770428011,1094,2.1284046692607004,37.840000000000003,-122.25
3.1200000000000001,52,4.7975270479134471,1.0618238021638331,1157,1.7882534775888717,37.840000000000003,-122.25
2.0804,42,4.2941176470588234,1.1176470588235294,1206,2.0268907563025209,37.840000000000003,-122.26000000000001
3.6911999999999998,52,4.9705882352941178,0.99019607843137258,1551,2.172268907563025,37.840000000000003,-122.25
3.2031000000000001,52,5.4776119402985071,1.0796019900497513,910,2.2636815920398008,37.850000000000001,-122.26000000000001
3.2705000000000002,52,4.7724795640326976,1.0245231607629428,1504,2.0490463215258856,37.850000000000001,-122.26000000000001
3.0750000000000002,52,5.3226495726495724,1.0128205128205128,1098,2.3461538461538463,37.850000000000001,-122.26000000000001
2.6736,52,4,1.0977011494252873,345,1.9827586206896552,37.840000000000003,-122.26000000000001
1.9167000000000001,52,4.2629032258064514,1.0096774193548388,1212,1.9548387096774194,37.850000000000001,-122.26000000000001
2.125,50,4.2424242424242422,1.071969696969697,697,2.6401515151515151,37.850000000000001,-122.26000000000001
2.7749999999999999,52,5.9395770392749245,1.0483383685800605,793,2.3957703927492449,37.850000000000001,-122.27
2.1202000000000001,52,4.0528052805280526,0.96699669966996704,648,2.1386138613861387,37.850000000000001,-122.27
1.9911000000000001,50,5.3436754176610979,1.0859188544152745,990,2.3627684964200477,37.840000000000003,-122.26000000000001
2.6032999999999999,52,5.4654545454545458,1.0836363636363637,690,2.5090909090909093,37.840000000000003,-122.27
1.3577999999999999,40,4.524096385542169,1.1084337349397591,409,2.463855421686747,37.850000000000001,-122.27
1.7135,42,4.4781420765027322,1.0027322404371584,929,2.5382513661202184,37.850000000000001,-122.27
1.7250000000000001,52,5.0962343096234308,1.1317991631799162,1015,2.1234309623430963,37.840000000000003,-122.27
2.1806000000000001,52,5.1938461538461542,1.0369230769230768,853,2.6246153846153848,37.840000000000003,-122.27
2.6000000000000001,52,5.270142180094787,1.0355450236966826,1006,2.3838862559241707,37.840000000000003,-122.27
2.4037999999999999,41,4.4957983193277311,1.0336134453781514,317,2.6638655462184873,37.850000000000001,-122.28
2.4597000000000002,49,4.7280334728033475,1.0209205020920502,607,2.5397489539748954,37.850000000000001,-122.28
